data,function,width,errorbound,ssim
synthetic128m,devide,400,0.05,0.9993
synthetic128m,devide,400,0.1,0.9972
synthetic128m,devide,400,1e-08,1.0
synthetic128m,devide,600,0.0001,1.0
synthetic128m,devide,600,0.01,0.9997
synthetic128m,devide,600,0.05,0.9997
synthetic128m,devide,600,0.1,0.9981
synthetic128m,devide,600,1e-08,1.0
synthetic128m,devide,800,0.0001,1.0
synthetic128m,devide,800,0.01,0.9998
synthetic128m,devide,800,0.05,0.9977
synthetic128m,devide,800,0.1,0.9977
synthetic128m,devide,800,1e-08,1.0
synthetic128m,func1,1000,0.0001,1.0
synthetic128m,func1,1000,0.01,1.0
synthetic128m,func1,1000,0.05,1.0
synthetic128m,func1,1000,0.1,1.0
synthetic128m,func1,1000,1e-08,1.0
synthetic128m,func1,200,0.0001,1.0
synthetic128m,func1,200,0.01,1.0
synthetic128m,func1,200,0.05,1.0
synthetic128m,func1,200,0.1,1.0
synthetic128m,func1,200,1e-08,1.0
synthetic128m,func1,400,0.0001,1.0
synthetic128m,func1,400,0.01,1.0
synthetic128m,func1,400,0.05,1.0
synthetic128m,func1,400,0.1,1.0
synthetic128m,func1,400,1e-08,1.0
synthetic128m,func1,600,0.0001,1.0
synthetic128m,func1,600,0.01,1.0
synthetic128m,func1,600,0.05,1.0
synthetic128m,func1,600,0.1,1.0
synthetic128m,func1,600,1e-08,1.0
synthetic128m,func1,800,0.0001,1.0
synthetic128m,func1,800,0.01,1.0
synthetic128m,func1,800,0.05,1.0
synthetic128m,func1,800,0.1,1.0
synthetic128m,func1,800,1e-08,1.0
synthetic128m,L2,1000,0.0001,1.0
synthetic128m,L2,1000,0.01,0.9962
synthetic128m,L2,1000,0.05,0.99
synthetic128m,L2,1000,0.1,0.99
synthetic128m,L2,1000,1e-08,1.0
synthetic128m,L2,200,0.0001,1.0
synthetic128m,L2,200,0.01,0.9942
synthetic128m,L2,200,0.05,0.9886
synthetic128m,L2,200,0.1,0.9795
synthetic128m,L2,200,1e-08,1.0
synthetic128m,L2,400,0.0001,1.0
synthetic128m,L2,400,0.01,0.9943
synthetic128m,L2,400,0.05,0.9889
synthetic128m,L2,400,0.1,0.9821
synthetic128m,L2,400,1e-08,1.0
synthetic128m,L2,600,0.0001,1.0
synthetic128m,L2,600,0.01,0.9947
synthetic128m,L2,600,0.05,0.9893
synthetic128m,L2,600,0.1,0.9849
synthetic128m,L2,600,1e-08,1.0
synthetic128m,L2,800,0.0001,1.0
synthetic128m,L2,800,0.01,0.9928
synthetic128m,L2,800,0.05,0.9855
synthetic128m,L2,800,0.1,0.9855
synthetic128m,L2,800,1e-08,1.0
synthetic128m,L22,1000,0.0001,1.0
synthetic128m,L22,1000,0.01,0.9975
synthetic128m,L22,1000,0.05,0.9809
synthetic128m,L22,1000,0.1,0.9809
synthetic128m,L22,1000,1e-08,1.0
synthetic128m,L22,200,0.0001,1.0
synthetic128m,L22,200,0.01,0.9972
synthetic128m,L22,200,0.05,0.9945
synthetic128m,L22,200,0.1,0.9945
synthetic128m,L22,200,1e-08,1.0
synthetic128m,L22,400,0.0001,1.0
synthetic128m,L22,400,0.01,0.9958
synthetic128m,L22,400,0.05,0.9958
synthetic128m,L22,400,0.1,0.9727
synthetic128m,L22,400,1e-08,1.0
synthetic128m,L22,600,0.0001,1.0
synthetic128m,L22,600,0.01,0.997
synthetic128m,L22,600,0.05,0.997
synthetic128m,L22,600,0.1,0.9764
synthetic128m,L22,600,1e-08,1.0
synthetic128m,L22,800,0.0001,1.0
synthetic128m,L22,800,0.01,0.9969
synthetic128m,L22,800,0.05,0.9969
synthetic128m,L22,800,0.1,0.9788
synthetic128m,L22,800,1e-08,1.0
synthetic128m,L2LN,1000,0.0001,1.0
synthetic128m,L2LN,1000,0.01,0.9941
synthetic128m,L2LN,1000,0.05,0.9794
synthetic128m,L2LN,1000,0.1,0.9794
synthetic128m,L2LN,1000,1e-08,1.0
synthetic128m,L2LN,200,0.0001,0.9999
synthetic128m,L2LN,200,0.01,0.9951
synthetic128m,L2LN,200,0.05,0.988
synthetic128m,L2LN,200,0.1,0.9723
synthetic128m,L2LN,200,1e-08,1.0
synthetic128m,L2LN,400,0.0001,1.0
synthetic128m,L2LN,400,0.01,0.9958
synthetic128m,L2LN,400,0.05,0.9891
synthetic128m,L2LN,400,0.1,0.9759
synthetic128m,L2LN,400,1e-08,1.0
synthetic128m,L2LN,600,0.0001,1.0
synthetic128m,L2LN,600,0.01,0.9943
synthetic128m,L2LN,600,0.05,0.9797
synthetic128m,L2LN,600,0.1,0.9797
synthetic128m,L2LN,600,1e-08,1.0
synthetic128m,L2LN,800,0.0001,0.9999
synthetic128m,L2LN,800,0.01,0.9941
synthetic128m,L2LN,800,0.05,0.9776
synthetic128m,L2LN,800,0.1,0.9776
synthetic128m,L2LN,800,1e-08,1.0
synthetic128m,max,1000,0.0001,0.9999
synthetic128m,max,1000,0.01,0.9921
synthetic128m,max,1000,0.05,0.9921
synthetic128m,max,1000,0.1,0.9921
synthetic128m,max,1000,1e-08,1.0
synthetic128m,max,200,0.0001,1.0
synthetic128m,max,200,0.01,0.9995
synthetic128m,max,200,0.05,0.986
synthetic128m,max,200,0.1,0.986
synthetic128m,max,200,1e-08,1.0
synthetic128m,max,400,0.0001,1.0
synthetic128m,max,400,0.01,0.9998
synthetic128m,max,400,0.05,0.9886
synthetic128m,max,400,0.1,0.9886
synthetic128m,max,400,1e-08,1.0
synthetic128m,max,600,0.0001,1.0
synthetic128m,max,600,0.01,0.9903
synthetic128m,max,600,0.05,0.9903
synthetic128m,max,600,0.1,0.9903
synthetic128m,max,600,1e-08,1.0
synthetic128m,max,800,0.0001,0.9999
synthetic128m,max,800,0.01,0.9913
synthetic128m,max,800,0.05,0.9913
synthetic128m,max,800,0.1,0.9913
synthetic128m,max,800,1e-08,1.0
synthetic128m,mean,1000,0.0001,1.0
synthetic128m,mean,1000,0.01,0.9936
synthetic128m,mean,1000,0.05,0.9886
synthetic128m,mean,1000,0.1,0.9863
synthetic128m,mean,1000,1e-08,1.0
synthetic128m,mean,200,0.0001,0.9999
synthetic128m,mean,200,0.01,0.9942
synthetic128m,mean,200,0.05,0.9868
synthetic128m,mean,200,0.1,0.9807
synthetic128m,mean,200,1e-08,1.0
synthetic128m,mean,400,0.0001,1.0
synthetic128m,mean,400,0.01,0.9932
synthetic128m,mean,400,0.05,0.9832
synthetic128m,mean,400,0.1,0.9762
synthetic128m,mean,400,1e-08,1.0
synthetic128m,mean,600,0.0001,0.9999
synthetic128m,mean,600,0.01,0.993
synthetic128m,mean,600,0.05,0.9846
synthetic128m,mean,600,0.1,0.9807
synthetic128m,mean,600,1e-08,1.0
synthetic128m,mean,800,0.0001,0.9999
synthetic128m,mean,800,0.01,0.9933
synthetic128m,mean,800,0.05,0.985
synthetic128m,mean,800,0.1,0.9818
synthetic128m,mean,800,1e-08,1.0
synthetic128m,minus,1000,0.0001,1.0
synthetic128m,minus,1000,0.01,0.9917
synthetic128m,minus,1000,0.05,0.9917
synthetic128m,minus,1000,0.1,0.962
synthetic128m,minus,1000,1e-08,1.0
synthetic128m,minus,200,0.0001,1.0
synthetic128m,minus,200,0.01,0.9952
synthetic128m,minus,200,0.05,0.9818
synthetic128m,minus,200,0.1,0.9818
synthetic128m,minus,200,1e-08,1.0
synthetic128m,minus,400,0.0001,1.0
synthetic128m,minus,400,0.01,0.9961
synthetic128m,minus,400,0.05,0.9908
synthetic128m,minus,400,0.1,0.9731
synthetic128m,minus,400,1e-08,1.0
synthetic128m,minus,600,0.0001,1.0
synthetic128m,minus,600,0.01,0.99
synthetic128m,minus,600,0.05,0.9838
synthetic128m,minus,600,0.1,0.9638
synthetic128m,minus,600,1e-08,1.0
synthetic128m,minus,800,0.0001,1.0
synthetic128m,minus,800,0.01,0.9915
synthetic128m,minus,800,0.05,0.9915
synthetic128m,minus,800,0.1,0.9792
synthetic128m,minus,800,1e-08,1.0
synthetic128m,multi,1000,0.0001,1.0
synthetic128m,multi,1000,0.01,0.9969
synthetic128m,multi,1000,0.05,0.9969
synthetic128m,multi,1000,0.1,0.9747
synthetic128m,multi,1000,1e-08,1.0
synthetic128m,multi,200,0.0001,1.0
synthetic128m,multi,200,0.01,0.9979
synthetic128m,multi,200,0.05,0.9933
synthetic128m,multi,200,0.1,0.9933
synthetic128m,multi,200,1e-08,1.0
synthetic128m,multi,400,0.0001,1.0
synthetic128m,multi,400,0.01,0.998
synthetic128m,multi,400,0.05,0.9935
synthetic128m,multi,400,0.1,0.9678
synthetic128m,multi,400,1e-08,1.0
synthetic128m,multi,600,0.0001,1.0
synthetic128m,multi,600,0.01,0.9965
synthetic128m,multi,600,0.05,0.9965
synthetic128m,multi,600,0.1,0.9757
synthetic128m,multi,600,1e-08,1.0
synthetic128m,multi,800,0.0001,1.0
synthetic128m,multi,800,0.01,0.9971
synthetic128m,multi,800,0.05,0.9971
synthetic128m,multi,800,0.1,0.9763
synthetic128m,multi,800,1e-08,1.0
synthetic128m,plus,1000,0.0001,1.0
synthetic128m,plus,1000,0.01,0.9945
synthetic128m,plus,1000,0.05,0.9787
synthetic128m,plus,1000,0.1,0.9787
synthetic128m,plus,1000,1e-08,1.0
synthetic128m,plus,200,0.0001,1.0
synthetic128m,plus,200,0.01,0.9954
synthetic128m,plus,200,0.05,0.989
synthetic128m,plus,200,0.1,0.989
synthetic128m,plus,200,1e-08,1.0
synthetic128m,plus,400,0.0001,1.0
synthetic128m,plus,400,0.01,0.9958
synthetic128m,plus,400,0.05,0.9893
synthetic128m,plus,400,0.1,0.9725
synthetic128m,plus,400,1e-08,1.0
synthetic128m,plus,600,0.0001,1.0
synthetic128m,plus,600,0.01,0.9977
synthetic128m,plus,600,0.05,0.9946
synthetic128m,plus,600,0.1,0.9771
synthetic128m,plus,600,1e-08,1.0
synthetic128m,plus,800,0.0001,1.0
synthetic128m,plus,800,0.01,0.994
synthetic128m,plus,800,0.05,0.994
synthetic128m,plus,800,0.1,0.9792
synthetic128m,plus,800,1e-08,1.0
synthetic128m,variance,1000,0.0001,0.9998
synthetic128m,variance,1000,0.01,0.9938
synthetic128m,variance,1000,0.05,0.9905
synthetic128m,variance,1000,0.1,0.9764
synthetic128m,variance,1000,1e-08,1.0
synthetic128m,variance,200,0.0001,0.9994
synthetic128m,variance,200,0.01,0.994
synthetic128m,variance,200,0.05,0.9829
synthetic128m,variance,200,0.1,0.9829
synthetic128m,variance,200,1e-08,1.0
synthetic128m,variance,400,0.0001,0.9996
synthetic128m,variance,400,0.01,0.9936
synthetic128m,variance,400,0.05,0.9869
synthetic128m,variance,400,0.1,0.9869
synthetic128m,variance,400,1e-08,1.0
synthetic128m,variance,600,0.0001,0.9996
synthetic128m,variance,600,0.01,0.9923
synthetic128m,variance,600,0.05,0.9882
synthetic128m,variance,600,0.1,0.9882
synthetic128m,variance,600,1e-08,1.0
synthetic128m,variance,800,0.0001,0.9997
synthetic128m,variance,800,0.01,0.9932
synthetic128m,variance,800,0.05,0.9897
synthetic128m,variance,800,0.1,0.9791
synthetic128m,variance,800,1e-08,1.0
synthetic128m,weightsum,1000,0.0001,1.0
synthetic128m,weightsum,1000,0.01,0.9939
synthetic128m,weightsum,1000,0.05,0.9887
synthetic128m,weightsum,1000,0.1,0.9887
synthetic128m,weightsum,1000,1e-08,1.0
synthetic128m,weightsum,200,0.0001,1.0
synthetic128m,weightsum,200,0.01,0.994
synthetic128m,weightsum,200,0.05,0.988
synthetic128m,weightsum,200,0.1,0.9797
synthetic128m,weightsum,200,1e-08,1.0
synthetic128m,weightsum,400,0.0001,1.0
synthetic128m,weightsum,400,0.01,0.9948
synthetic128m,weightsum,400,0.05,0.9894
synthetic128m,weightsum,400,0.1,0.983
synthetic128m,weightsum,400,1e-08,1.0
synthetic128m,weightsum,600,0.0001,1.0
synthetic128m,weightsum,600,0.01,0.9934
synthetic128m,weightsum,600,0.05,0.9901
synthetic128m,weightsum,600,0.1,0.9863
synthetic128m,weightsum,600,1e-08,1.0
synthetic128m,weightsum,800,0.0001,1.0
synthetic128m,weightsum,800,0.01,0.9935
synthetic128m,weightsum,800,0.05,0.9905
synthetic128m,weightsum,800,0.1,0.987
synthetic128m,weightsum,800,1e-08,1.0
synthetic16m,boxcox0,1000,0.0001,1.0
synthetic16m,boxcox0,1000,0.01,1.0
synthetic16m,boxcox0,1000,0.05,1.0
synthetic16m,boxcox0,1000,0.1,1.0
synthetic16m,boxcox0,1000,1e-08,1.0
synthetic16m,boxcox0,200,0.0001,1.0
synthetic16m,boxcox0,200,0.01,1.0
synthetic16m,boxcox0,200,0.05,1.0
synthetic16m,boxcox0,200,0.1,1.0
synthetic16m,boxcox0,200,1e-08,1.0
synthetic16m,boxcox0,400,0.0001,1.0
synthetic16m,boxcox0,400,0.01,1.0
synthetic16m,boxcox0,400,0.05,1.0
synthetic16m,boxcox0,400,0.1,1.0
synthetic16m,boxcox0,400,1e-08,1.0
synthetic16m,boxcox0,600,0.0001,1.0
synthetic16m,boxcox0,600,0.01,1.0
synthetic16m,boxcox0,600,0.05,1.0
synthetic16m,boxcox0,600,0.1,1.0
synthetic16m,boxcox0,600,1e-08,1.0
synthetic16m,boxcox0,800,0.0001,1.0
synthetic16m,boxcox0,800,0.01,1.0
synthetic16m,boxcox0,800,0.05,1.0
synthetic16m,boxcox0,800,0.1,1.0
synthetic16m,boxcox0,800,1e-08,1.0
synthetic16m,devide,1000,0.0001,1.0
synthetic16m,devide,1000,0.01,0.9994
synthetic16m,devide,1000,0.05,0.9994
synthetic16m,devide,1000,0.1,0.9931
synthetic16m,devide,1000,1e-08,1.0
synthetic16m,devide,200,0.0001,1.0
synthetic16m,devide,200,0.01,0.9989
synthetic16m,devide,200,0.05,0.9989
synthetic16m,devide,200,0.1,0.9989
synthetic16m,devide,200,1e-08,1.0
synthetic16m,devide,400,0.0001,1.0
synthetic16m,devide,400,0.01,0.9991
synthetic16m,devide,400,0.05,0.9991
synthetic16m,devide,400,0.1,0.9991
synthetic16m,devide,400,1e-08,1.0
synthetic16m,devide,600,0.0001,1.0
synthetic16m,devide,600,0.01,0.9992
synthetic16m,devide,600,0.05,0.9992
synthetic16m,devide,600,0.1,0.9992
synthetic16m,devide,600,1e-08,1.0
synthetic16m,devide,800,0.0001,1.0
synthetic16m,devide,800,0.01,0.9994
synthetic16m,devide,800,0.05,0.9994
synthetic16m,devide,800,0.1,0.9861
synthetic16m,devide,800,1e-08,1.0
synthetic16m,func1,1000,0.0001,1.0
synthetic16m,func1,1000,0.01,1.0
synthetic16m,func1,1000,0.05,1.0
synthetic16m,func1,1000,0.1,1.0
synthetic16m,func1,1000,1e-08,1.0
synthetic16m,func1,200,0.0001,1.0
synthetic16m,func1,200,0.01,1.0
synthetic16m,func1,200,0.05,1.0
synthetic16m,func1,200,0.1,1.0
synthetic16m,func1,200,1e-08,1.0
synthetic16m,func1,400,0.0001,1.0
synthetic16m,func1,400,0.01,1.0
synthetic16m,func1,400,0.05,1.0
synthetic16m,func1,400,0.1,1.0
synthetic16m,func1,400,1e-08,1.0
synthetic16m,func1,600,0.0001,1.0
synthetic16m,func1,600,0.01,1.0
synthetic16m,func1,600,0.05,1.0
synthetic16m,func1,600,0.1,1.0
synthetic16m,func1,600,1e-08,1.0
synthetic16m,func1,800,0.0001,1.0
synthetic16m,func1,800,0.01,1.0
synthetic16m,func1,800,0.05,1.0
synthetic16m,func1,800,0.1,1.0
synthetic16m,func1,800,1e-08,1.0
synthetic16m,L2,1000,0.0001,1.0
synthetic16m,L2,1000,0.01,0.996
synthetic16m,L2,1000,0.05,0.987
synthetic16m,L2,1000,0.1,0.987
synthetic16m,L2,1000,1e-08,1.0
synthetic16m,L2,200,0.0001,1.0
synthetic16m,L2,200,0.01,0.9948
synthetic16m,L2,200,0.05,0.9868
synthetic16m,L2,200,0.1,0.9829
synthetic16m,L2,200,1e-08,1.0
synthetic16m,L2,400,0.0001,0.9999
synthetic16m,L2,400,0.01,0.9958
synthetic16m,L2,400,0.05,0.9909
synthetic16m,L2,400,0.1,0.9871
synthetic16m,L2,400,1e-08,1.0
synthetic16m,L2,600,0.0001,1.0
synthetic16m,L2,600,0.01,0.9951
synthetic16m,L2,600,0.05,0.9893
synthetic16m,L2,600,0.1,0.9893
synthetic16m,L2,600,1e-08,1.0
synthetic16m,L2,800,0.0001,1.0
synthetic16m,L2,800,0.01,0.9957
synthetic16m,L2,800,0.05,0.9897
synthetic16m,L2,800,0.1,0.9897
synthetic16m,L2,800,1e-08,1.0
synthetic16m,L22,1000,0.0001,1.0
synthetic16m,L22,1000,0.01,0.9974
synthetic16m,L22,1000,0.05,0.9974
synthetic16m,L22,1000,0.1,0.9614
synthetic16m,L22,1000,1e-08,1.0
synthetic16m,L22,200,0.0001,1.0
synthetic16m,L22,200,0.01,0.9951
synthetic16m,L22,200,0.05,0.9951
synthetic16m,L22,200,0.1,0.9951
synthetic16m,L22,200,1e-08,1.0
synthetic16m,L22,400,0.0001,1.0
synthetic16m,L22,400,0.01,0.9965
synthetic16m,L22,400,0.05,0.9965
synthetic16m,L22,400,0.1,0.9612
synthetic16m,L22,400,1e-08,1.0
synthetic16m,L22,600,0.0001,1.0
synthetic16m,L22,600,0.01,0.9969
synthetic16m,L22,600,0.05,0.9969
synthetic16m,L22,600,0.1,0.9969
synthetic16m,L22,600,1e-08,1.0
synthetic16m,L22,800,0.0001,1.0
synthetic16m,L22,800,0.01,0.9972
synthetic16m,L22,800,0.05,0.9972
synthetic16m,L22,800,0.1,0.9687
synthetic16m,L22,800,1e-08,1.0
synthetic16m,L2LN,1000,0.0001,0.9999
synthetic16m,L2LN,1000,0.01,0.9947
synthetic16m,L2LN,1000,0.05,0.9802
synthetic16m,L2LN,1000,0.1,0.9802
synthetic16m,L2LN,1000,1e-08,1.0
synthetic16m,L2LN,200,0.0001,1.0
synthetic16m,L2LN,200,0.01,0.9954
synthetic16m,L2LN,200,0.05,0.9922
synthetic16m,L2LN,200,0.1,0.9729
synthetic16m,L2LN,200,1e-08,1.0
synthetic16m,L2LN,400,0.0001,1.0
synthetic16m,L2LN,400,0.01,0.9963
synthetic16m,L2LN,400,0.05,0.9748
synthetic16m,L2LN,400,0.1,0.9748
synthetic16m,L2LN,400,1e-08,1.0
synthetic16m,L2LN,600,0.0001,0.9999
synthetic16m,L2LN,600,0.01,0.9946
synthetic16m,L2LN,600,0.05,0.9768
synthetic16m,L2LN,600,0.1,0.9768
synthetic16m,L2LN,600,1e-08,1.0
synthetic16m,L2LN,800,0.0001,0.9999
synthetic16m,L2LN,800,0.01,0.9949
synthetic16m,L2LN,800,0.05,0.9787
synthetic16m,L2LN,800,0.1,0.9787
synthetic16m,L2LN,800,1e-08,1.0
synthetic16m,max,1000,0.0001,1.0
synthetic16m,max,1000,0.01,0.9913
synthetic16m,max,1000,0.05,0.9913
synthetic16m,max,1000,0.1,0.9913
synthetic16m,max,1000,1e-08,1.0
synthetic16m,max,200,0.0001,0.9999
synthetic16m,max,200,0.01,0.9995
synthetic16m,max,200,0.05,0.9862
synthetic16m,max,200,0.1,0.9862
synthetic16m,max,200,1e-08,1.0
synthetic16m,max,400,0.0001,1.0
synthetic16m,max,400,0.01,0.9998
synthetic16m,max,400,0.05,0.9878
synthetic16m,max,400,0.1,0.9878
synthetic16m,max,400,1e-08,1.0
synthetic16m,max,600,0.0001,1.0
synthetic16m,max,600,0.01,0.9998
synthetic16m,max,600,0.05,0.9894
synthetic16m,max,600,0.1,0.9894
synthetic16m,max,600,1e-08,1.0
synthetic16m,max,800,0.0001,1.0
synthetic16m,max,800,0.01,0.9907
synthetic16m,max,800,0.05,0.9907
synthetic16m,max,800,0.1,0.9907
synthetic16m,max,800,1e-08,1.0
synthetic16m,mean,1000,0.0001,0.9999
synthetic16m,mean,1000,0.01,0.9937
synthetic16m,mean,1000,0.05,0.9833
synthetic16m,mean,1000,0.1,0.9833
synthetic16m,mean,1000,1e-08,1.0
synthetic16m,mean,200,0.0001,0.9999
synthetic16m,mean,200,0.01,0.9935
synthetic16m,mean,200,0.05,0.9839
synthetic16m,mean,200,0.1,0.9783
synthetic16m,mean,200,1e-08,1.0
synthetic16m,mean,400,0.0001,0.9999
synthetic16m,mean,400,0.01,0.9934
synthetic16m,mean,400,0.05,0.9876
synthetic16m,mean,400,0.1,0.9809
synthetic16m,mean,400,1e-08,1.0
synthetic16m,mean,600,0.0001,0.9999
synthetic16m,mean,600,0.01,0.9925
synthetic16m,mean,600,0.05,0.9896
synthetic16m,mean,600,0.1,0.9839
synthetic16m,mean,600,1e-08,1.0
synthetic16m,mean,800,0.0001,0.9999
synthetic16m,mean,800,0.01,0.9932
synthetic16m,mean,800,0.05,0.9857
synthetic16m,mean,800,0.1,0.9857
synthetic16m,mean,800,1e-08,1.0
synthetic16m,minus,1000,0.0001,0.9999
synthetic16m,minus,1000,0.01,0.9952
synthetic16m,minus,1000,0.05,0.9771
synthetic16m,minus,1000,0.1,0.9771
synthetic16m,minus,1000,1e-08,1.0
synthetic16m,minus,200,0.0001,0.9999
synthetic16m,minus,200,0.01,0.9966
synthetic16m,minus,200,0.05,0.986
synthetic16m,minus,200,0.1,0.986
synthetic16m,minus,200,1e-08,1.0
synthetic16m,minus,400,0.0001,0.9999
synthetic16m,minus,400,0.01,0.9971
synthetic16m,minus,400,0.05,0.9866
synthetic16m,minus,400,0.1,0.9481
synthetic16m,minus,400,1e-08,1.0
synthetic16m,minus,600,0.0001,0.9999
synthetic16m,minus,600,0.01,0.9975
synthetic16m,minus,600,0.05,0.9863
synthetic16m,minus,600,0.1,0.963
synthetic16m,minus,600,1e-08,1.0
synthetic16m,minus,800,0.0001,0.9999
synthetic16m,minus,800,0.01,0.9977
synthetic16m,minus,800,0.05,0.9867
synthetic16m,minus,800,0.1,0.9658
synthetic16m,minus,800,1e-08,1.0
synthetic16m,multi,1000,0.0001,0.9999
synthetic16m,multi,1000,0.01,0.9953
synthetic16m,multi,1000,0.05,0.9953
synthetic16m,multi,1000,0.1,0.964
synthetic16m,multi,1000,1e-08,1.0
synthetic16m,multi,200,0.0001,0.9999
synthetic16m,multi,200,0.01,0.998
synthetic16m,multi,200,0.05,0.9934
synthetic16m,multi,200,0.1,0.9934
synthetic16m,multi,200,1e-08,1.0
synthetic16m,multi,400,0.0001,0.9999
synthetic16m,multi,400,0.01,0.9984
synthetic16m,multi,400,0.05,0.9942
synthetic16m,multi,400,0.1,0.9942
synthetic16m,multi,400,1e-08,1.0
synthetic16m,multi,600,0.0001,1.0
synthetic16m,multi,600,0.01,0.9949
synthetic16m,multi,600,0.05,0.9949
synthetic16m,multi,600,0.1,0.9582
synthetic16m,multi,600,1e-08,1.0
synthetic16m,multi,800,0.0001,1.0
synthetic16m,multi,800,0.01,0.9951
synthetic16m,multi,800,0.05,0.9951
synthetic16m,multi,800,0.1,0.961
synthetic16m,multi,800,1e-08,1.0
synthetic16m,plus,1000,0.0001,0.9999
synthetic16m,plus,1000,0.01,0.9943
synthetic16m,plus,1000,0.05,0.9943
synthetic16m,plus,1000,0.1,0.9673
synthetic16m,plus,1000,1e-08,1.0
synthetic16m,plus,200,0.0001,1.0
synthetic16m,plus,200,0.01,0.9955
synthetic16m,plus,200,0.05,0.982
synthetic16m,plus,200,0.1,0.982
synthetic16m,plus,200,1e-08,1.0
synthetic16m,plus,400,0.0001,0.9999
synthetic16m,plus,400,0.01,0.9962
synthetic16m,plus,400,0.05,0.992
synthetic16m,plus,400,0.1,0.992
synthetic16m,plus,400,1e-08,1.0
synthetic16m,plus,600,0.0001,0.9999
synthetic16m,plus,600,0.01,0.9969
synthetic16m,plus,600,0.05,0.9934
synthetic16m,plus,600,0.1,0.9662
synthetic16m,plus,600,1e-08,1.0
synthetic16m,plus,800,0.0001,0.9999
synthetic16m,plus,800,0.01,0.9971
synthetic16m,plus,800,0.05,0.9938
synthetic16m,plus,800,0.1,0.9694
synthetic16m,plus,800,1e-08,1.0
synthetic16m,variance,1000,0.0001,0.9997
synthetic16m,variance,1000,0.01,0.9945
synthetic16m,variance,1000,0.05,0.9893
synthetic16m,variance,1000,0.1,0.9763
synthetic16m,variance,1000,1e-08,1.0
synthetic16m,variance,200,0.0001,0.9989
synthetic16m,variance,200,0.01,0.994
synthetic16m,variance,200,0.05,0.9817
synthetic16m,variance,200,0.1,0.9817
synthetic16m,variance,200,1e-08,1.0
synthetic16m,variance,400,0.0001,0.9993
synthetic16m,variance,400,0.01,0.9942
synthetic16m,variance,400,0.05,0.9835
synthetic16m,variance,400,0.1,0.9755
synthetic16m,variance,400,1e-08,1.0
synthetic16m,variance,600,0.0001,0.9997
synthetic16m,variance,600,0.01,0.9948
synthetic16m,variance,600,0.05,0.9849
synthetic16m,variance,600,0.1,0.9849
synthetic16m,variance,600,1e-08,1.0
synthetic16m,variance,800,0.0001,0.9997
synthetic16m,variance,800,0.01,0.9943
synthetic16m,variance,800,0.05,0.9852
synthetic16m,variance,800,0.1,0.9813
synthetic16m,variance,800,1e-08,1.0
synthetic16m,weightsum,1000,0.0001,1.0
synthetic16m,weightsum,1000,0.01,0.9951
synthetic16m,weightsum,1000,0.05,0.9847
synthetic16m,weightsum,1000,0.1,0.9847
synthetic16m,weightsum,1000,1e-08,1.0
synthetic16m,weightsum,200,0.0001,1.0
synthetic16m,weightsum,200,0.01,0.994
synthetic16m,weightsum,200,0.05,0.9879
synthetic16m,weightsum,200,0.1,0.9724
synthetic16m,weightsum,200,1e-08,1.0
synthetic16m,weightsum,400,0.0001,1.0
synthetic16m,weightsum,400,0.01,0.9955
synthetic16m,weightsum,400,0.05,0.9929
synthetic16m,weightsum,400,0.1,0.9856
synthetic16m,weightsum,400,1e-08,1.0
synthetic16m,weightsum,600,0.0001,0.9999
synthetic16m,weightsum,600,0.01,0.9964
synthetic16m,weightsum,600,0.05,0.9875
synthetic16m,weightsum,600,0.1,0.9875
synthetic16m,weightsum,600,1e-08,1.0
synthetic16m,weightsum,800,0.0001,1.0
synthetic16m,weightsum,800,0.01,0.9942
synthetic16m,weightsum,800,0.05,0.9887
synthetic16m,weightsum,800,0.1,0.9887
synthetic16m,weightsum,800,1e-08,1.0
synthetic1b5v,boxcox0,1000,0.0001,1.0
synthetic1b5v,boxcox0,1000,0.01,1.0
synthetic1b5v,boxcox0,1000,0.05,1.0
synthetic1b5v,boxcox0,1000,0.1,1.0
synthetic1b5v,boxcox0,1000,1e-08,1.0
synthetic1b5v,boxcox0,200,0.0001,1.0
synthetic1b5v,boxcox0,200,0.01,1.0
synthetic1b5v,boxcox0,200,0.05,1.0
synthetic1b5v,boxcox0,200,0.1,1.0
synthetic1b5v,boxcox0,200,1e-08,1.0
synthetic1b5v,boxcox0,400,0.0001,1.0
synthetic1b5v,boxcox0,400,0.01,1.0
synthetic1b5v,boxcox0,400,0.05,1.0
synthetic1b5v,boxcox0,400,0.1,1.0
synthetic1b5v,boxcox0,400,1e-08,1.0
synthetic1b5v,boxcox0,600,0.0001,1.0
synthetic1b5v,boxcox0,600,0.01,1.0
synthetic1b5v,boxcox0,600,0.05,1.0
synthetic1b5v,boxcox0,600,0.1,1.0
synthetic1b5v,boxcox0,600,1e-08,1.0
synthetic1b5v,boxcox0,800,0.0001,1.0
synthetic1b5v,boxcox0,800,0.01,1.0
synthetic1b5v,boxcox0,800,0.05,1.0
synthetic1b5v,boxcox0,800,0.1,1.0
synthetic1b5v,boxcox0,800,1e-08,1.0
synthetic1b5v,devide,1000,0.0001,1.0
synthetic1b5v,devide,1000,0.01,0.9999
synthetic1b5v,devide,1000,0.05,0.9995
synthetic1b5v,devide,1000,0.1,0.9995
synthetic1b5v,devide,1000,1e-08,1.0
synthetic1b5v,devide,200,0.0001,1.0
synthetic1b5v,devide,200,0.01,0.9995
