data,function,width,errorbound,ssim
synthetic4m,weightsum,800,0.01,0.9938
synthetic4m,weightsum,800,0.05,0.9911
synthetic4m,weightsum,800,0.1,0.9857
synthetic4m,weightsum,800,1e-08,1.0
synthetic512m5v,boxcox0,1000,0.0001,1.0
synthetic512m5v,boxcox0,1000,0.01,1.0
synthetic512m5v,boxcox0,1000,0.05,1.0
synthetic512m5v,boxcox0,1000,0.1,1.0
synthetic512m5v,boxcox0,1000,1e-08,1.0
synthetic512m5v,boxcox0,200,0.0001,1.0
synthetic512m5v,boxcox0,200,0.01,1.0
synthetic512m5v,boxcox0,200,0.05,1.0
synthetic512m5v,boxcox0,200,0.1,1.0
synthetic512m5v,boxcox0,200,1e-08,1.0
synthetic512m5v,boxcox0,400,0.0001,1.0
synthetic512m5v,boxcox0,400,0.01,1.0
synthetic512m5v,boxcox0,400,0.05,1.0
synthetic512m5v,boxcox0,400,0.1,1.0
synthetic512m5v,boxcox0,400,1e-08,1.0
synthetic512m5v,boxcox0,600,0.0001,1.0
synthetic512m5v,boxcox0,600,0.01,1.0
synthetic512m5v,boxcox0,600,0.05,1.0
synthetic512m5v,boxcox0,600,0.1,1.0
synthetic512m5v,boxcox0,600,1e-08,1.0
synthetic512m5v,boxcox0,800,0.0001,1.0
synthetic512m5v,boxcox0,800,0.01,1.0
synthetic512m5v,boxcox0,800,0.05,1.0
synthetic512m5v,boxcox0,800,0.1,1.0
synthetic512m5v,boxcox0,800,1e-08,1.0
synthetic512m5v,devide,1000,0.0001,1.0
synthetic512m5v,devide,1000,0.01,0.9998
synthetic512m5v,devide,1000,0.05,0.9998
synthetic512m5v,devide,1000,0.1,0.9929
synthetic512m5v,devide,1000,1e-08,1.0
synthetic512m5v,devide,200,0.0001,1.0
synthetic512m5v,devide,200,0.01,0.9998
synthetic512m5v,devide,200,0.05,0.9998
synthetic512m5v,devide,200,0.1,0.9998
synthetic512m5v,devide,200,1e-08,1.0
synthetic512m5v,devide,400,0.0001,1.0
synthetic512m5v,devide,400,0.01,0.9998
synthetic512m5v,devide,400,0.05,0.9998
synthetic512m5v,devide,400,0.1,0.9998
synthetic512m5v,devide,400,1e-08,1.0
synthetic512m5v,devide,600,0.0001,1.0
synthetic512m5v,devide,600,0.01,0.9998
synthetic512m5v,devide,600,0.05,0.9998
synthetic512m5v,devide,600,0.1,0.9928
synthetic512m5v,devide,600,1e-08,1.0
synthetic512m5v,devide,800,0.0001,1.0
synthetic512m5v,devide,800,0.01,0.9998
synthetic512m5v,devide,800,0.05,0.9998
synthetic512m5v,devide,800,0.1,0.9928
synthetic512m5v,devide,800,1e-08,1.0
synthetic512m5v,func1,1000,0.0001,1.0
synthetic512m5v,func1,1000,0.01,1.0
synthetic512m5v,func1,1000,0.05,1.0
synthetic512m5v,func1,1000,0.1,1.0
synthetic512m5v,func1,1000,1e-08,1.0
synthetic512m5v,func1,200,0.0001,1.0
synthetic512m5v,func1,200,0.01,1.0
synthetic512m5v,func1,200,0.05,1.0
synthetic512m5v,func1,200,0.1,1.0
synthetic512m5v,func1,200,1e-08,1.0
synthetic512m5v,func1,400,0.0001,1.0
synthetic512m5v,func1,400,0.01,1.0
synthetic512m5v,func1,400,0.05,1.0
synthetic512m5v,func1,400,0.1,1.0
synthetic512m5v,func1,400,1e-08,1.0
synthetic512m5v,func1,600,0.0001,1.0
synthetic512m5v,func1,600,0.01,1.0
synthetic512m5v,func1,600,0.05,1.0
synthetic512m5v,func1,600,0.1,1.0
synthetic512m5v,func1,600,1e-08,1.0
synthetic512m5v,func1,800,0.0001,1.0
synthetic512m5v,func1,800,0.01,1.0
synthetic512m5v,func1,800,0.05,1.0
synthetic512m5v,func1,800,0.1,1.0
synthetic512m5v,func1,800,1e-08,1.0
synthetic512m5v,L2,1000,0.0001,1.0
synthetic512m5v,L2,1000,0.01,0.9952
synthetic512m5v,L2,1000,0.05,0.9893
synthetic512m5v,L2,1000,0.1,0.9893
synthetic512m5v,L2,1000,1e-08,1.0
synthetic512m5v,L2,200,0.0001,1.0
synthetic512m5v,L2,200,0.01,0.9953
synthetic512m5v,L2,200,0.05,0.9847
synthetic512m5v,L2,200,0.1,0.9832
synthetic512m5v,L2,200,1e-08,1.0
synthetic512m5v,L2,400,0.0001,1.0
synthetic512m5v,L2,400,0.01,0.9947
synthetic512m5v,L2,400,0.05,0.9892
synthetic512m5v,L2,400,0.1,0.9789
synthetic512m5v,L2,400,1e-08,1.0
synthetic512m5v,L2,600,0.0001,1.0
synthetic512m5v,L2,600,0.01,0.9942
synthetic512m5v,L2,600,0.05,0.9897
synthetic512m5v,L2,600,0.1,0.9878
synthetic512m5v,L2,600,1e-08,1.0
synthetic512m5v,L2,800,0.0001,1.0
synthetic512m5v,L2,800,0.01,0.9938
synthetic512m5v,L2,800,0.05,0.9852
synthetic512m5v,L2,800,0.1,0.9852
synthetic512m5v,L2,800,1e-08,1.0
synthetic512m5v,L22,1000,0.0001,1.0
synthetic512m5v,L22,1000,0.01,0.9975
synthetic512m5v,L22,1000,0.05,0.9869
synthetic512m5v,L22,1000,0.1,0.9869
synthetic512m5v,L22,1000,1e-08,1.0
synthetic512m5v,L22,200,0.0001,0.9999
synthetic512m5v,L22,200,0.01,0.9958
synthetic512m5v,L22,200,0.05,0.9958
synthetic512m5v,L22,200,0.1,0.977
synthetic512m5v,L22,200,1e-08,1.0
synthetic512m5v,L22,400,0.0001,1.0
synthetic512m5v,L22,400,0.01,0.9964
synthetic512m5v,L22,400,0.05,0.9808
synthetic512m5v,L22,400,0.1,0.9808
synthetic512m5v,L22,400,1e-08,1.0
synthetic512m5v,L22,600,0.0001,1.0
synthetic512m5v,L22,600,0.01,0.9971
synthetic512m5v,L22,600,0.05,0.983
synthetic512m5v,L22,600,0.1,0.983
synthetic512m5v,L22,600,1e-08,1.0
synthetic512m5v,L22,800,0.0001,1.0
synthetic512m5v,L22,800,0.01,0.9973
synthetic512m5v,L22,800,0.05,0.9834
synthetic512m5v,L22,800,0.1,0.9834
synthetic512m5v,L22,800,1e-08,1.0
synthetic512m5v,L2LN,1000,0.0001,0.9999
synthetic512m5v,L2LN,1000,0.01,0.9973
synthetic512m5v,L2LN,1000,0.05,0.9879
synthetic512m5v,L2LN,1000,0.1,0.9879
synthetic512m5v,L2LN,1000,1e-08,1.0
synthetic512m5v,L2LN,200,0.0001,1.0
synthetic512m5v,L2LN,200,0.01,0.9972
synthetic512m5v,L2LN,200,0.05,0.9829
synthetic512m5v,L2LN,200,0.1,0.9829
synthetic512m5v,L2LN,200,1e-08,1.0
synthetic512m5v,L2LN,400,0.0001,0.9999
synthetic512m5v,L2LN,400,0.01,0.9963
synthetic512m5v,L2LN,400,0.05,0.985
synthetic512m5v,L2LN,400,0.1,0.985
synthetic512m5v,L2LN,400,1e-08,1.0
synthetic512m5v,L2LN,600,0.0001,0.9999
synthetic512m5v,L2LN,600,0.01,0.9966
synthetic512m5v,L2LN,600,0.05,0.9874
synthetic512m5v,L2LN,600,0.1,0.9874
synthetic512m5v,L2LN,600,1e-08,1.0
synthetic512m5v,L2LN,800,0.0001,0.9999
synthetic512m5v,L2LN,800,0.01,0.997
synthetic512m5v,L2LN,800,0.05,0.9885
synthetic512m5v,L2LN,800,0.1,0.9885
synthetic512m5v,L2LN,800,1e-08,1.0
synthetic512m5v,max,1000,0.0001,1.0
synthetic512m5v,max,1000,0.01,0.9922
synthetic512m5v,max,1000,0.05,0.9922
synthetic512m5v,max,1000,0.1,0.9922
synthetic512m5v,max,1000,1e-08,1.0
synthetic512m5v,max,200,0.0001,1.0
synthetic512m5v,max,200,0.01,0.9996
synthetic512m5v,max,200,0.05,0.9859
synthetic512m5v,max,200,0.1,0.9859
synthetic512m5v,max,200,1e-08,1.0
synthetic512m5v,max,400,0.0001,1.0
synthetic512m5v,max,400,0.01,0.9998
synthetic512m5v,max,400,0.05,0.9889
synthetic512m5v,max,400,0.1,0.9889
synthetic512m5v,max,400,1e-08,1.0
synthetic512m5v,max,600,0.0001,1.0
synthetic512m5v,max,600,0.01,0.9906
synthetic512m5v,max,600,0.05,0.9906
synthetic512m5v,max,600,0.1,0.9906
synthetic512m5v,max,600,1e-08,1.0
synthetic512m5v,max,800,0.0001,1.0
synthetic512m5v,max,800,0.01,0.9914
synthetic512m5v,max,800,0.05,0.9914
synthetic512m5v,max,800,0.1,0.9914
synthetic512m5v,max,800,1e-08,1.0
synthetic512m5v,mean,1000,0.0001,1.0
synthetic512m5v,mean,1000,0.01,0.9937
synthetic512m5v,mean,1000,0.05,0.9896
synthetic512m5v,mean,1000,0.1,0.9896
synthetic512m5v,mean,1000,1e-08,1.0
synthetic512m5v,mean,200,0.0001,1.0
synthetic512m5v,mean,200,0.01,0.9945
synthetic512m5v,mean,200,0.05,0.9823
synthetic512m5v,mean,200,0.1,0.9786
synthetic512m5v,mean,200,1e-08,1.0
synthetic512m5v,mean,400,0.0001,1.0
synthetic512m5v,mean,400,0.01,0.994
synthetic512m5v,mean,400,0.05,0.9845
synthetic512m5v,mean,400,0.1,0.9826
synthetic512m5v,mean,400,1e-08,1.0
synthetic512m5v,mean,600,0.0001,1.0
synthetic512m5v,mean,600,0.01,0.9939
synthetic512m5v,mean,600,0.05,0.9883
synthetic512m5v,mean,600,0.1,0.9869
synthetic512m5v,mean,600,1e-08,1.0
synthetic512m5v,mean,800,0.0001,1.0
synthetic512m5v,mean,800,0.01,0.994
synthetic512m5v,mean,800,0.05,0.9888
synthetic512m5v,mean,800,0.1,0.9863
synthetic512m5v,mean,800,1e-08,1.0
synthetic512m5v,minus,1000,0.0001,1.0
synthetic512m5v,minus,1000,0.01,0.9973
synthetic512m5v,minus,1000,0.05,0.9782
synthetic512m5v,minus,1000,0.1,0.9782
synthetic512m5v,minus,1000,1e-08,1.0
synthetic512m5v,minus,200,0.0001,1.0
synthetic512m5v,minus,200,0.01,0.9898
synthetic512m5v,minus,200,0.05,0.9894
synthetic512m5v,minus,200,0.1,0.9894
synthetic512m5v,minus,200,1e-08,1.0
synthetic512m5v,minus,400,0.0001,1.0
synthetic512m5v,minus,400,0.01,0.9895
synthetic512m5v,minus,400,0.05,0.9904
synthetic512m5v,minus,400,0.1,0.9664
synthetic512m5v,minus,400,1e-08,1.0
synthetic512m5v,minus,600,0.0001,1.0
synthetic512m5v,minus,600,0.01,0.9879
synthetic512m5v,minus,600,0.05,0.9842
synthetic512m5v,minus,600,0.1,0.9714
synthetic512m5v,minus,600,1e-08,1.0
synthetic512m5v,minus,800,0.0001,1.0
synthetic512m5v,minus,800,0.01,0.9883
synthetic512m5v,minus,800,0.05,0.9838
synthetic512m5v,minus,800,0.1,0.9724
synthetic512m5v,minus,800,1e-08,1.0
synthetic512m5v,multi,1000,0.0001,1.0
synthetic512m5v,multi,1000,0.01,0.9969
synthetic512m5v,multi,1000,0.05,0.9774
synthetic512m5v,multi,1000,0.1,0.9774
synthetic512m5v,multi,1000,1e-08,1.0
synthetic512m5v,multi,200,0.0001,1.0
synthetic512m5v,multi,200,0.01,0.9974
synthetic512m5v,multi,200,0.05,0.9941
synthetic512m5v,multi,200,0.1,0.9657
synthetic512m5v,multi,200,1e-08,1.0
synthetic512m5v,multi,400,0.0001,1.0
synthetic512m5v,multi,400,0.01,0.998
synthetic512m5v,multi,400,0.05,0.9953
synthetic512m5v,multi,400,0.1,0.9716
synthetic512m5v,multi,400,1e-08,1.0
synthetic512m5v,multi,600,0.0001,1.0
synthetic512m5v,multi,600,0.01,0.996
synthetic512m5v,multi,600,0.05,0.996
synthetic512m5v,multi,600,0.1,0.9747
synthetic512m5v,multi,600,1e-08,1.0
synthetic512m5v,multi,800,0.0001,1.0
synthetic512m5v,multi,800,0.01,0.9964
synthetic512m5v,multi,800,0.05,0.9964
synthetic512m5v,multi,800,0.1,0.976
synthetic512m5v,multi,800,1e-08,1.0
synthetic512m5v,plus,1000,0.0001,1.0
synthetic512m5v,plus,1000,0.01,0.9971
synthetic512m5v,plus,1000,0.05,0.9822
synthetic512m5v,plus,1000,0.1,0.9822
synthetic512m5v,plus,1000,1e-08,1.0
synthetic512m5v,plus,200,0.0001,1.0
synthetic512m5v,plus,200,0.01,0.9979
synthetic512m5v,plus,200,0.05,0.9949
synthetic512m5v,plus,200,0.1,0.9747
synthetic512m5v,plus,200,1e-08,1.0
synthetic512m5v,plus,400,0.0001,1.0
synthetic512m5v,plus,400,0.01,0.9958
synthetic512m5v,plus,400,0.05,0.978
synthetic512m5v,plus,400,0.1,0.978
synthetic512m5v,plus,400,1e-08,1.0
synthetic512m5v,plus,600,0.0001,1.0
synthetic512m5v,plus,600,0.01,0.9965
synthetic512m5v,plus,600,0.05,0.9801
synthetic512m5v,plus,600,0.1,0.9801
synthetic512m5v,plus,600,1e-08,1.0
synthetic512m5v,plus,800,0.0001,1.0
synthetic512m5v,plus,800,0.01,0.9968
synthetic512m5v,plus,800,0.05,0.9814
synthetic512m5v,plus,800,0.1,0.9814
synthetic512m5v,plus,800,1e-08,1.0
synthetic512m5v,variance,1000,0.0001,0.9997
synthetic512m5v,variance,1000,0.01,0.9969
synthetic512m5v,variance,1000,0.05,0.9826
synthetic512m5v,variance,1000,0.1,0.9826
synthetic512m5v,variance,1000,1e-08,1.0
synthetic512m5v,variance,200,0.0001,0.9994
synthetic512m5v,variance,200,0.01,0.9958
synthetic512m5v,variance,200,0.05,0.9865
synthetic512m5v,variance,200,0.1,0.9865
synthetic512m5v,variance,200,1e-08,1.0
synthetic512m5v,variance,400,0.0001,0.9995
synthetic512m5v,variance,400,0.01,0.9937
synthetic512m5v,variance,400,0.05,0.9893
synthetic512m5v,variance,400,0.1,0.9893
synthetic512m5v,variance,400,1e-08,1.0
synthetic512m5v,variance,600,0.0001,0.9997
synthetic512m5v,variance,600,0.01,0.9943
synthetic512m5v,variance,600,0.05,0.9903
synthetic512m5v,variance,600,0.1,0.9695
synthetic512m5v,variance,600,1e-08,1.0
synthetic512m5v,variance,800,0.0001,0.9997
synthetic512m5v,variance,800,0.01,0.995
synthetic512m5v,variance,800,0.05,0.991
synthetic512m5v,variance,800,0.1,0.9732
synthetic512m5v,variance,800,1e-08,1.0
synthetic512m5v,weightsum,1000,0.0001,1.0
synthetic512m5v,weightsum,1000,0.01,0.9969
synthetic512m5v,weightsum,1000,0.05,0.9895
synthetic512m5v,weightsum,1000,0.1,0.9895
synthetic512m5v,weightsum,1000,1e-08,1.0
synthetic512m5v,weightsum,200,0.0001,1.0
synthetic512m5v,weightsum,200,0.01,0.9952
synthetic512m5v,weightsum,200,0.05,0.9918
synthetic512m5v,weightsum,200,0.1,0.9827
synthetic512m5v,weightsum,200,1e-08,1.0
synthetic512m5v,weightsum,400,0.0001,1.0
synthetic512m5v,weightsum,400,0.01,0.9948
synthetic512m5v,weightsum,400,0.05,0.9937
synthetic512m5v,weightsum,400,0.1,0.9833
synthetic512m5v,weightsum,400,1e-08,1.0
synthetic512m5v,weightsum,600,0.0001,1.0
synthetic512m5v,weightsum,600,0.01,0.9954
synthetic512m5v,weightsum,600,0.05,0.9871
synthetic512m5v,weightsum,600,0.1,0.9871
synthetic512m5v,weightsum,600,1e-08,1.0
synthetic512m5v,weightsum,800,0.0001,1.0
synthetic512m5v,weightsum,800,0.01,0.9952
synthetic512m5v,weightsum,800,0.05,0.9865
synthetic512m5v,weightsum,800,0.1,0.9865
synthetic512m5v,weightsum,800,1e-08,1.0
synthetic64m,boxcox0,1000,0.0001,1.0
synthetic64m,boxcox0,1000,0.01,1.0
synthetic64m,boxcox0,1000,0.05,1.0
synthetic64m,boxcox0,1000,0.1,1.0
synthetic64m,boxcox0,1000,1e-08,1.0
synthetic64m,boxcox0,200,0.0001,1.0
synthetic64m,boxcox0,200,0.01,1.0
synthetic64m,boxcox0,200,0.05,1.0
synthetic64m,boxcox0,200,0.1,1.0
synthetic64m,boxcox0,200,1e-08,1.0
synthetic64m,boxcox0,400,0.0001,1.0
synthetic64m,boxcox0,400,0.01,1.0
synthetic64m,boxcox0,400,0.05,1.0
synthetic64m,boxcox0,400,0.1,1.0
synthetic64m,boxcox0,400,1e-08,1.0
synthetic64m,boxcox0,600,0.0001,1.0
synthetic64m,boxcox0,600,0.01,1.0
synthetic64m,boxcox0,600,0.05,1.0
synthetic64m,boxcox0,600,0.1,1.0
synthetic64m,boxcox0,600,1e-08,1.0
synthetic64m,boxcox0,800,0.0001,1.0
synthetic64m,boxcox0,800,0.01,1.0
synthetic64m,boxcox0,800,0.05,1.0
synthetic64m,boxcox0,800,0.1,1.0
synthetic64m,boxcox0,800,1e-08,1.0
synthetic64m,devide,1000,0.0001,1.0
synthetic64m,devide,1000,0.01,1.0
synthetic64m,devide,1000,0.05,0.9996
synthetic64m,devide,1000,0.1,0.9996
synthetic64m,devide,1000,1e-08,1.0
synthetic64m,devide,200,0.0001,1.0
synthetic64m,devide,200,0.01,0.9999
synthetic64m,devide,200,0.05,0.9999
synthetic64m,devide,200,0.1,0.9994
synthetic64m,devide,200,1e-08,1.0
synthetic64m,devide,400,0.0001,1.0
synthetic64m,devide,400,0.01,1.0
synthetic64m,devide,400,0.05,0.9994
synthetic64m,devide,400,0.1,0.9994
synthetic64m,devide,400,1e-08,1.0
synthetic64m,devide,600,0.0001,1.0
synthetic64m,devide,600,0.01,1.0
synthetic64m,devide,600,0.05,0.9997
synthetic64m,devide,600,0.1,0.9997
synthetic64m,devide,600,1e-08,1.0
synthetic64m,devide,800,0.0001,1.0
synthetic64m,devide,800,0.01,1.0
synthetic64m,devide,800,0.05,0.9996
synthetic64m,devide,800,0.1,0.9996
synthetic64m,devide,800,1e-08,1.0
synthetic64m,func1,1000,0.0001,1.0
synthetic64m,func1,1000,0.01,1.0
synthetic64m,func1,1000,0.05,1.0
synthetic64m,func1,1000,0.1,1.0
synthetic64m,func1,1000,1e-08,1.0
synthetic64m,func1,200,0.0001,1.0
synthetic64m,func1,200,0.01,1.0
synthetic64m,func1,200,0.05,1.0
synthetic64m,func1,200,0.1,1.0
synthetic64m,func1,200,1e-08,1.0
synthetic64m,func1,400,0.0001,1.0
synthetic64m,func1,400,0.01,1.0
synthetic64m,func1,400,0.05,1.0
synthetic64m,func1,400,0.1,1.0
synthetic64m,func1,400,1e-08,1.0
synthetic64m,func1,600,0.0001,1.0
synthetic64m,func1,600,0.01,1.0
synthetic64m,func1,600,0.05,1.0
synthetic64m,func1,600,0.1,1.0
synthetic64m,func1,600,1e-08,1.0
synthetic64m,func1,800,0.0001,1.0
synthetic64m,func1,800,0.01,1.0
synthetic64m,func1,800,0.05,1.0
synthetic64m,func1,800,0.1,1.0
synthetic64m,func1,800,1e-08,1.0
synthetic64m,L2,1000,0.0001,1.0
synthetic64m,L2,1000,0.01,0.996
synthetic64m,L2,1000,0.05,0.9859
synthetic64m,L2,1000,0.1,0.9859
synthetic64m,L2,1000,1e-08,1.0
synthetic64m,L2,200,0.0001,0.9999
synthetic64m,L2,200,0.01,0.9955
synthetic64m,L2,200,0.05,0.9926
synthetic64m,L2,200,0.1,0.9832
synthetic64m,L2,200,1e-08,1.0
synthetic64m,L2,400,0.0001,1.0
synthetic64m,L2,400,0.01,0.9941
synthetic64m,L2,400,0.05,0.9856
synthetic64m,L2,400,0.1,0.9856
synthetic64m,L2,400,1e-08,1.0
synthetic64m,L2,600,0.0001,0.9999
synthetic64m,L2,600,0.01,0.9952
synthetic64m,L2,600,0.05,0.9902
synthetic64m,L2,600,0.1,0.9902
synthetic64m,L2,600,1e-08,1.0
synthetic64m,L2,800,0.0001,1.0
synthetic64m,L2,800,0.01,0.9957
synthetic64m,L2,800,0.05,0.9873
synthetic64m,L2,800,0.1,0.9873
synthetic64m,L2,800,1e-08,1.0
synthetic64m,L22,1000,0.0001,1.0
synthetic64m,L22,1000,0.01,0.9989
synthetic64m,L22,1000,0.05,0.9838
synthetic64m,L22,1000,0.1,0.9838
synthetic64m,L22,1000,1e-08,1.0
synthetic64m,L22,200,0.0001,1.0
synthetic64m,L22,200,0.01,0.9973
synthetic64m,L22,200,0.05,0.9788
synthetic64m,L22,200,0.1,0.9788
synthetic64m,L22,200,1e-08,1.0
synthetic64m,L22,400,0.0001,1.0
synthetic64m,L22,400,0.01,0.998
synthetic64m,L22,400,0.05,0.9809
synthetic64m,L22,400,0.1,0.9809
synthetic64m,L22,400,1e-08,1.0
synthetic64m,L22,600,0.0001,1.0
synthetic64m,L22,600,0.01,0.9984
synthetic64m,L22,600,0.05,0.9826
synthetic64m,L22,600,0.1,0.9826
synthetic64m,L22,600,1e-08,1.0
synthetic64m,L22,800,0.0001,1.0
synthetic64m,L22,800,0.01,0.9987
synthetic64m,L22,800,0.05,0.9833
synthetic64m,L22,800,0.1,0.9833
synthetic64m,L22,800,1e-08,1.0
synthetic64m,L2LN,1000,0.0001,1.0
synthetic64m,L2LN,1000,0.01,0.9966
synthetic64m,L2LN,1000,0.05,0.9901
synthetic64m,L2LN,1000,0.1,0.9901
synthetic64m,L2LN,1000,1e-08,1.0
synthetic64m,L2LN,200,0.0001,0.9999
synthetic64m,L2LN,200,0.01,0.9943
synthetic64m,L2LN,200,0.05,0.9943
synthetic64m,L2LN,200,0.1,0.9807
synthetic64m,L2LN,200,1e-08,1.0
synthetic64m,L2LN,400,0.0001,0.9999
synthetic64m,L2LN,400,0.01,0.9955
synthetic64m,L2LN,400,0.05,0.9841
synthetic64m,L2LN,400,0.1,0.9841
synthetic64m,L2LN,400,1e-08,1.0
synthetic64m,L2LN,600,0.0001,1.0
synthetic64m,L2LN,600,0.01,0.996
synthetic64m,L2LN,600,0.05,0.9878
synthetic64m,L2LN,600,0.1,0.9878
synthetic64m,L2LN,600,1e-08,1.0
synthetic64m,L2LN,800,0.0001,1.0
synthetic64m,L2LN,800,0.01,0.9964
synthetic64m,L2LN,800,0.05,0.9889
synthetic64m,L2LN,800,0.1,0.9889
synthetic64m,L2LN,800,1e-08,1.0
synthetic64m,max,1000,0.0001,0.9999
synthetic64m,max,1000,0.01,0.9936
synthetic64m,max,1000,0.05,0.9936
synthetic64m,max,1000,0.1,0.9936
synthetic64m,max,1000,1e-08,1.0
synthetic64m,max,200,0.0001,1.0
synthetic64m,max,200,0.01,0.9998
synthetic64m,max,200,0.05,0.9888
synthetic64m,max,200,0.1,0.9888
synthetic64m,max,200,1e-08,1.0
synthetic64m,max,400,0.0001,1.0
synthetic64m,max,400,0.01,0.991
synthetic64m,max,400,0.05,0.991
synthetic64m,max,400,0.1,0.991
synthetic64m,max,400,1e-08,1.0
synthetic64m,max,600,0.0001,1.0
synthetic64m,max,600,0.01,0.9924
synthetic64m,max,600,0.05,0.9924
synthetic64m,max,600,0.1,0.9924
synthetic64m,max,600,1e-08,1.0
synthetic64m,max,800,0.0001,1.0
synthetic64m,max,800,0.01,0.9929
synthetic64m,max,800,0.05,0.9929
synthetic64m,max,800,0.1,0.9929
synthetic64m,max,800,1e-08,1.0
synthetic64m,mean,1000,0.0001,1.0
synthetic64m,mean,1000,0.01,0.9935
synthetic64m,mean,1000,0.05,0.9903
synthetic64m,mean,1000,0.1,0.9864
synthetic64m,mean,1000,1e-08,1.0
synthetic64m,mean,200,0.0001,0.9999
synthetic64m,mean,200,0.01,0.9933
synthetic64m,mean,200,0.05,0.9852
synthetic64m,mean,200,0.1,0.9852
synthetic64m,mean,200,1e-08,1.0
synthetic64m,mean,400,0.0001,0.9999
synthetic64m,mean,400,0.01,0.993
synthetic64m,mean,400,0.05,0.9872
synthetic64m,mean,400,0.1,0.9805
synthetic64m,mean,400,1e-08,1.0
synthetic64m,mean,600,0.0001,0.9999
synthetic64m,mean,600,0.01,0.9941
synthetic64m,mean,600,0.05,0.9886
synthetic64m,mean,600,0.1,0.986
synthetic64m,mean,600,1e-08,1.0
synthetic64m,mean,800,0.0001,1.0
synthetic64m,mean,800,0.01,0.9945
synthetic64m,mean,800,0.05,0.9893
synthetic64m,mean,800,0.1,0.9874
synthetic64m,mean,800,1e-08,1.0
synthetic64m,minus,1000,0.0001,1.0
synthetic64m,minus,1000,0.01,0.9975
synthetic64m,minus,1000,0.05,0.9811
synthetic64m,minus,1000,0.1,0.9811
synthetic64m,minus,1000,1e-08,1.0
synthetic64m,minus,200,0.0001,1.0
synthetic64m,minus,200,0.01,0.9954
synthetic64m,minus,200,0.05,0.9954
synthetic64m,minus,200,0.1,0.9801
synthetic64m,minus,200,1e-08,1.0
synthetic64m,minus,400,0.0001,1.0
synthetic64m,minus,400,0.01,0.9963
synthetic64m,minus,400,0.05,0.9963
synthetic64m,minus,400,0.1,0.9679
synthetic64m,minus,400,1e-08,1.0
synthetic64m,minus,600,0.0001,1.0
synthetic64m,minus,600,0.01,0.9969
synthetic64m,minus,600,0.05,0.9684
synthetic64m,minus,600,0.1,0.9684
synthetic64m,minus,600,1e-08,1.0
synthetic64m,minus,800,0.0001,1.0
synthetic64m,minus,800,0.01,0.9973
synthetic64m,minus,800,0.05,0.9755
synthetic64m,minus,800,0.1,0.9755
synthetic64m,minus,800,1e-08,1.0
synthetic64m,multi,1000,0.0001,1.0
synthetic64m,multi,1000,0.01,0.9967
synthetic64m,multi,1000,0.05,0.9748
synthetic64m,multi,1000,0.1,0.9748
synthetic64m,multi,1000,1e-08,1.0
synthetic64m,multi,200,0.0001,1.0
synthetic64m,multi,200,0.01,0.9973
synthetic64m,multi,200,0.05,0.9885
synthetic64m,multi,200,0.1,0.9709
synthetic64m,multi,200,1e-08,1.0
synthetic64m,multi,400,0.0001,1.0
synthetic64m,multi,400,0.01,0.9958
synthetic64m,multi,400,0.05,0.9958
synthetic64m,multi,400,0.1,0.9703
synthetic64m,multi,400,1e-08,1.0
synthetic64m,multi,600,0.0001,1.0
synthetic64m,multi,600,0.01,0.9963
synthetic64m,multi,600,0.05,0.9963
synthetic64m,multi,600,0.1,0.9721
synthetic64m,multi,600,1e-08,1.0
synthetic64m,multi,800,0.0001,1.0
synthetic64m,multi,800,0.01,0.9965
synthetic64m,multi,800,0.05,0.9965
synthetic64m,multi,800,0.1,0.9791
synthetic64m,multi,800,1e-08,1.0
synthetic64m,plus,1000,0.0001,1.0
synthetic64m,plus,1000,0.01,0.9971
synthetic64m,plus,1000,0.05,0.983
synthetic64m,plus,1000,0.1,0.983
synthetic64m,plus,1000,1e-08,1.0
synthetic64m,plus,200,0.0001,1.0
synthetic64m,plus,200,0.01,0.9977
synthetic64m,plus,200,0.05,0.9948
synthetic64m,plus,200,0.1,0.9791
synthetic64m,plus,200,1e-08,1.0
synthetic64m,plus,400,0.0001,1.0
synthetic64m,plus,400,0.01,0.9957
synthetic64m,plus,400,0.05,0.9957
synthetic64m,plus,400,0.1,0.9793
synthetic64m,plus,400,1e-08,1.0
synthetic64m,plus,600,0.0001,1.0
synthetic64m,plus,600,0.01,0.9964
synthetic64m,plus,600,0.05,0.9964
synthetic64m,plus,600,0.1,0.9803
synthetic64m,plus,600,1e-08,1.0
synthetic64m,plus,800,0.0001,1.0
synthetic64m,plus,800,0.01,0.997
synthetic64m,plus,800,0.05,0.9821
synthetic64m,plus,800,0.1,0.9821
synthetic64m,plus,800,1e-08,1.0
synthetic64m,variance,1000,0.0001,0.9999
synthetic64m,variance,1000,0.01,0.9944
synthetic64m,variance,1000,0.05,0.9899
synthetic64m,variance,1000,0.1,0.9888
synthetic64m,variance,1000,1e-08,1.0
synthetic64m,variance,200,0.0001,0.9999
synthetic64m,variance,200,0.01,0.9946
synthetic64m,variance,200,0.05,0.9872
synthetic64m,variance,200,0.1,0.9872
synthetic64m,variance,200,1e-08,1.0
synthetic64m,variance,400,0.0001,0.9999
synthetic64m,variance,400,0.01,0.9943
synthetic64m,variance,400,0.05,0.9883
synthetic64m,variance,400,0.1,0.9834
synthetic64m,variance,400,1e-08,1.0
synthetic64m,variance,600,0.0001,0.9999
