method,data,errorbound,function,width,iterations,time(s),error,nodecount,memory(GB)
our-cpp,sensordata,0.1,func1,1000,0,0.038,0.0,4857,0.4495391845703125
our-cpp,sensordata,0.1,func1,1200,0,0.042,0.0,5705,0.4495391845703125
our-cpp,sensordata,0.1,boxcox0,200,0,0.008,0.0,1103,0.4495391845703125
our-cpp,sensordata,0.1,boxcox0,400,0,0.015,0.0,2087,0.4495391845703125
our-cpp,sensordata,0.1,boxcox0,600,0,0.021,0.0,3027,0.4495391845703125
our-cpp,sensordata,0.1,boxcox0,800,0,0.028,0.0,3943,0.4495391845703125
our-cpp,sensordata,0.1,boxcox0,1000,0,0.037,0.0,4857,0.4495391845703125
our-cpp,sensordata,0.1,boxcox0,1200,0,0.043,0.0,5705,0.4495391845703125
our-cpp,sensordata,0.1,plus,200,2,0.051,0.0477,7884,0.4515266418457031
our-cpp,sensordata,0.1,plus,400,1,0.041,0.0738,9719,0.4515571594238281
our-cpp,sensordata,0.1,plus,600,1,0.054,0.062,13986,0.45220947265625
our-cpp,sensordata,0.1,plus,800,1,0.061,0.0526,18676,0.45236968994140625
our-cpp,sensordata,0.1,plus,1000,1,0.071,0.0509,22650,0.45236968994140625
our-cpp,sensordata,0.1,plus,1200,1,0.083,0.0452,26697,0.4525299072265625
our-cpp,sensordata,0.1,minus,200,1,0.016,0.003,5220,0.4525299072265625
our-cpp,sensordata,0.1,minus,400,1,0.031,0.0034,10017,0.4525299072265625
our-cpp,sensordata,0.1,minus,600,1,0.045,0.0042,14406,0.4525299072265625
our-cpp,sensordata,0.1,minus,800,1,0.059,0.004,18352,0.4525299072265625
our-cpp,sensordata,0.1,minus,1000,1,0.07,0.004,22383,0.4525299072265625
our-cpp,sensordata,0.1,minus,1200,1,0.081,0.0037,26589,0.4525299072265625
our-cpp,sensordata,0.1,multi,200,2,0.017,0.0963,7149,0.4525299072265625
our-cpp,sensordata,0.1,multi,400,2,0.033,0.0672,13525,0.4525299072265625
our-cpp,sensordata,0.1,multi,600,2,0.049,0.0395,19335,0.4525299072265625
our-cpp,sensordata,0.1,multi,800,1,0.058,0.0991,17866,0.4525299072265625
our-cpp,sensordata,0.1,multi,1000,1,0.071,0.0997,22004,0.4525299072265625
our-cpp,sensordata,0.1,multi,1200,1,0.118,0.0836,26402,0.4547767639160156
our-cpp,sensordata,0.1,devide,200,1,0.013,0.0141,5214,0.4547767639160156
our-cpp,sensordata,0.1,devide,400,1,0.024,0.0054,9622,0.4547767639160156
our-cpp,sensordata,0.1,devide,600,1,0.034,0.0048,13794,0.4547767639160156
our-cpp,sensordata,0.1,devide,800,1,0.045,0.0048,17781,0.4547767639160156
our-cpp,sensordata,0.1,devide,1000,1,0.054,0.0043,21835,0.4547767639160156
our-cpp,sensordata,0.1,devide,1200,1,0.062,0.004,25966,0.4547767639160156
our-cpp,sensordata,0.1,mean,200,0,0.086,0.001,7725,0.4548530578613281
our-cpp,sensordata,0.1,mean,400,0,0.094,0.0007,14611,0.4548530578613281
our-cpp,sensordata,0.1,mean,600,0,0.109,0.0007,21193,0.4548530578613281
our-cpp,sensordata,0.1,mean,800,0,0.12,0.0006,27601,0.4548530578613281
our-cpp,sensordata,0.1,mean,1000,0,0.144,0.0006,33999,0.4548530578613281
our-cpp,sensordata,0.1,mean,1200,0,0.154,0.0006,39941,0.4548530578613281
our-cpp,sensordata,0.1,variance,200,0,0.032,0.0003,7725,0.4548530578613281
our-cpp,sensordata,0.1,variance,400,0,0.065,0.0002,14611,0.4548530578613281
our-cpp,sensordata,0.1,variance,600,0,0.089,0.0003,21193,0.4548530578613281
our-cpp,sensordata,0.1,variance,800,0,0.109,0.0001,27601,0.4548530578613281
our-cpp,sensordata,0.1,variance,1000,0,0.14,0.0001,33999,0.4548530578613281
our-cpp,sensordata,0.1,variance,1200,0,0.161,0.0001,39941,0.4548530578613281
our-cpp,sensordata,0.1,max,200,0,0.03,0.0001,7725,0.4548530578613281
our-cpp,sensordata,0.1,max,400,0,0.054,0.0,14611,0.4548530578613281
our-cpp,sensordata,0.1,max,600,0,0.078,0.0,21193,0.4548530578613281
our-cpp,sensordata,0.1,max,800,0,0.104,0.0,27601,0.4548530578613281
our-cpp,sensordata,0.1,max,1000,0,0.127,0.0,33999,0.4548530578613281
our-cpp,sensordata,0.1,max,1200,0,0.145,0.0,39941,0.4548530578613281
our-cpp,sensordata,0.1,L2,200,0,0.029,0.0003,7725,0.4548530578613281
our-cpp,sensordata,0.1,L2,400,0,0.054,0.0002,14611,0.4548530578613281
our-cpp,sensordata,0.1,L2,600,0,0.087,0.0002,21193,0.4548530578613281
our-cpp,sensordata,0.1,L2,800,0,0.137,0.0,27601,0.4548530578613281
our-cpp,sensordata,0.1,L2,1000,0,0.139,0.0001,33999,0.4548530578613281
our-cpp,sensordata,0.1,L2,1200,0,0.154,0.0001,39941,0.4548530578613281
our-cpp,sensordata,0.1,weightsum,200,0,0.031,0.0006,7725,0.4548530578613281
our-cpp,sensordata,0.1,weightsum,400,0,0.057,0.0003,14611,0.4548530578613281
our-cpp,sensordata,0.1,weightsum,600,0,0.083,0.0003,21193,0.4548530578613281
our-cpp,sensordata,0.1,weightsum,800,0,0.107,0.0002,27601,0.4548530578613281
our-cpp,sensordata,0.1,weightsum,1000,0,0.132,0.0002,33999,0.4548530578613281
our-cpp,sensordata,0.1,weightsum,1200,0,0.154,0.0002,39941,0.4548530578613281
our-cpp,sensordata,0.1,L22,200,1,0.015,0.0659,5312,0.45485687255859375
our-cpp,sensordata,0.1,L22,400,1,0.026,0.0526,9776,0.45485687255859375
our-cpp,sensordata,0.1,L22,600,1,0.038,0.0445,13926,0.45485687255859375
our-cpp,sensordata,0.1,L22,800,1,0.046,0.0372,17886,0.45485687255859375
our-cpp,sensordata,0.1,L22,1000,1,0.057,0.0346,22041,0.45485687255859375
our-cpp,sensordata,0.1,L22,1200,1,0.066,0.0335,26102,0.45485687255859375
our-cpp,sensordata,0.1,L2LN,200,11,0.066,0.096,56717,0.45491790771484375
our-cpp,sensordata,0.1,L2LN,400,7,0.11,0.0558,86228,0.4564247131347656
our-cpp,sensordata,0.1,L2LN,600,5,0.143,0.055,106634,0.4582977294921875
our-cpp,sensordata,0.1,L2LN,800,3,0.166,0.0989,105708,0.45908355712890625
our-cpp,sensordata,0.1,L2LN,1000,3,0.213,0.0588,129316,0.4603691101074219
our-cpp,sensordata,0.1,L2LN,1200,3,0.24,0.0497,151788,0.46276092529296875
our-cpp,sensordata,0.05,func1,200,0,0.007,0.0,1103,0.46276092529296875
our-cpp,sensordata,0.05,func1,400,0,0.011,0.0,2087,0.46276092529296875
our-cpp,sensordata,0.05,func1,600,0,0.016,0.0,3027,0.46276092529296875
our-cpp,sensordata,0.05,func1,800,0,0.021,0.0,3943,0.46276092529296875
our-cpp,sensordata,0.05,func1,1000,0,0.026,0.0,4857,0.46276092529296875
our-cpp,sensordata,0.05,func1,1200,0,0.029,0.0,5705,0.46276092529296875
our-cpp,sensordata,0.05,boxcox0,200,0,0.005,0.0,1103,0.46276092529296875
our-cpp,sensordata,0.05,boxcox0,400,0,0.01,0.0,2087,0.46276092529296875
our-cpp,sensordata,0.05,boxcox0,600,0,0.015,0.0,3027,0.46276092529296875
our-cpp,sensordata,0.05,boxcox0,800,0,0.018,0.0,3943,0.46276092529296875
our-cpp,sensordata,0.05,boxcox0,1000,0,0.023,0.0,4857,0.46276092529296875
our-cpp,sensordata,0.05,boxcox0,1200,0,0.028,0.0,5705,0.46276092529296875
our-cpp,sensordata,0.05,plus,200,2,0.017,0.0477,7465,0.46276092529296875
our-cpp,sensordata,0.05,plus,400,2,0.025,0.0342,13392,0.46276092529296875
our-cpp,sensordata,0.05,plus,600,2,0.036,0.0192,19543,0.46276092529296875
our-cpp,sensordata,0.05,plus,800,2,0.048,0.0149,25200,0.46276092529296875
our-cpp,sensordata,0.05,plus,1000,2,0.06,0.0105,31149,0.46276092529296875
our-cpp,sensordata,0.05,plus,1200,1,0.063,0.0452,25548,0.46276092529296875
our-cpp,sensordata,0.05,minus,200,1,0.018,0.003,5344,0.46276092529296875
our-cpp,sensordata,0.05,minus,400,1,0.026,0.0034,9670,0.46276092529296875
our-cpp,sensordata,0.05,minus,600,1,0.037,0.0042,13910,0.46276092529296875
our-cpp,sensordata,0.05,minus,800,1,0.045,0.004,17900,0.46276092529296875
our-cpp,sensordata,0.05,minus,1000,1,0.06,0.004,21924,0.46276092529296875
our-cpp,sensordata,0.05,minus,1200,1,0.075,0.0037,26633,0.4643287658691406
our-cpp,sensordata,0.05,multi,200,3,0.017,0.0452,8665,0.4643287658691406
our-cpp,sensordata,0.05,multi,400,3,0.028,0.0346,16460,0.4643287658691406
our-cpp,sensordata,0.05,multi,600,2,0.038,0.0395,19083,0.4643287658691406
our-cpp,sensordata,0.05,multi,800,2,0.065,0.0283,25240,0.4643287658691406
our-cpp,sensordata,0.05,multi,1000,2,0.066,0.0209,30404,0.4643287658691406
our-cpp,sensordata,0.05,multi,1200,2,0.071,0.008,35462,0.4643287658691406
our-cpp,sensordata,0.05,devide,200,1,0.012,0.0141,5105,0.4643287658691406
our-cpp,sensordata,0.05,devide,400,1,0.023,0.0054,9403,0.4643287658691406
our-cpp,sensordata,0.05,devide,600,1,0.034,0.0048,13640,0.4643287658691406
our-cpp,sensordata,0.05,devide,800,1,0.047,0.0048,18151,0.4643287658691406
our-cpp,sensordata,0.05,devide,1000,1,0.056,0.0043,21789,0.4643287658691406
our-cpp,sensordata,0.05,devide,1200,1,0.065,0.004,25847,0.4643287658691406
our-cpp,sensordata,0.05,mean,200,0,0.049,0.001,7725,0.4643287658691406
our-cpp,sensordata,0.05,mean,400,0,0.071,0.0007,14611,0.4643287658691406
our-cpp,sensordata,0.05,mean,600,0,0.095,0.0007,21193,0.4643287658691406
our-cpp,sensordata,0.05,mean,800,0,0.112,0.0006,27601,0.4643287658691406
our-cpp,sensordata,0.05,mean,1000,0,0.134,0.0006,33999,0.4643287658691406
our-cpp,sensordata,0.05,mean,1200,0,0.153,0.0006,39941,0.4643287658691406
our-cpp,sensordata,0.05,variance,200,0,0.032,0.0003,7725,0.4643287658691406
our-cpp,sensordata,0.05,variance,400,0,0.062,0.0002,14611,0.4643287658691406
our-cpp,sensordata,0.05,variance,600,0,0.087,0.0003,21193,0.4643287658691406
our-cpp,sensordata,0.05,variance,800,0,0.116,0.0001,27601,0.4643287658691406
our-cpp,sensordata,0.05,variance,1000,0,0.137,0.0001,33999,0.4643287658691406
our-cpp,sensordata,0.05,variance,1200,0,0.158,0.0001,39941,0.4643287658691406
our-cpp,sensordata,0.05,max,200,0,0.029,0.0001,7725,0.4643287658691406
our-cpp,sensordata,0.05,max,400,0,0.053,0.0,14611,0.4643287658691406
our-cpp,sensordata,0.05,max,600,0,0.091,0.0,21193,0.4643287658691406
our-cpp,sensordata,0.05,max,800,0,0.113,0.0,27601,0.4643287658691406
our-cpp,sensordata,0.05,max,1000,0,0.132,0.0,33999,0.4643287658691406
our-cpp,sensordata,0.05,max,1200,0,0.149,0.0,39941,0.4643287658691406
our-cpp,sensordata,0.05,L2,200,0,0.03,0.0003,7725,0.4643287658691406
our-cpp,sensordata,0.05,L2,400,0,0.056,0.0002,14611,0.4643287658691406
our-cpp,sensordata,0.05,L2,600,0,0.083,0.0002,21193,0.4643287658691406
our-cpp,sensordata,0.05,L2,800,0,0.109,0.0,27601,0.4643287658691406
our-cpp,sensordata,0.05,L2,1000,0,0.132,0.0001,33999,0.4643287658691406
our-cpp,sensordata,0.05,L2,1200,0,0.154,0.0001,39941,0.4643287658691406
our-cpp,sensordata,0.05,weightsum,200,0,0.031,0.0006,7725,0.4643287658691406
our-cpp,sensordata,0.05,weightsum,400,0,0.059,0.0003,14611,0.4643287658691406
our-cpp,sensordata,0.05,weightsum,600,0,0.083,0.0003,21193,0.4643287658691406
our-cpp,sensordata,0.05,weightsum,800,0,0.107,0.0002,27601,0.4643287658691406
our-cpp,sensordata,0.05,weightsum,1000,0,0.128,0.0002,33999,0.4643287658691406
our-cpp,sensordata,0.05,weightsum,1200,0,0.152,0.0002,39941,0.4643287658691406
our-cpp,sensordata,0.05,L22,200,2,0.017,0.0284,7431,0.4643287658691406
our-cpp,sensordata,0.05,L22,400,2,0.029,0.0218,13418,0.4643287658691406
our-cpp,sensordata,0.05,L22,600,1,0.037,0.0445,13965,0.4643287658691406
our-cpp,sensordata,0.05,L22,800,1,0.045,0.0372,17784,0.4643287658691406
our-cpp,sensordata,0.05,L22,1000,1,0.055,0.0346,21747,0.4643287658691406
our-cpp,sensordata,0.05,L22,1200,1,0.068,0.0335,26064,0.4643287658691406
our-cpp,sensordata,0.05,L2LN,200,14,0.07,0.0499,64085,0.4643287658691406
our-cpp,sensordata,0.05,L2LN,400,8,0.11,0.0488,90624,0.4643287658691406
our-cpp,sensordata,0.05,L2LN,600,6,0.153,0.0466,113458,0.4643287658691406
our-cpp,sensordata,0.05,L2LN,800,5,0.185,0.0447,134326,0.4643287658691406
our-cpp,sensordata,0.05,L2LN,1000,4,0.221,0.0449,149367,0.4643287658691406
our-cpp,sensordata,0.05,L2LN,1200,3,0.247,0.0497,152178,0.46434783935546875
our-cpp,sensordata,0.01,func1,200,0,0.007,0.0,1103,0.46434783935546875
our-cpp,sensordata,0.01,func1,400,0,0.011,0.0,2087,0.46434783935546875
our-cpp,sensordata,0.01,func1,600,0,0.017,0.0,3027,0.46434783935546875
our-cpp,sensordata,0.01,func1,800,0,0.021,0.0,3943,0.46434783935546875
our-cpp,sensordata,0.01,func1,1000,0,0.027,0.0,4857,0.46434783935546875
our-cpp,sensordata,0.01,func1,1200,0,0.03,0.0,5705,0.46434783935546875
our-cpp,sensordata,0.01,boxcox0,200,0,0.005,0.0,1103,0.46434783935546875
our-cpp,sensordata,0.01,boxcox0,400,0,0.01,0.0,2087,0.46434783935546875
our-cpp,sensordata,0.01,boxcox0,600,0,0.015,0.0,3027,0.46434783935546875
our-cpp,sensordata,0.01,boxcox0,800,0,0.017,0.0,3943,0.46434783935546875
our-cpp,sensordata,0.01,boxcox0,1000,0,0.024,0.0,4857,0.46434783935546875
our-cpp,sensordata,0.01,boxcox0,1200,0,0.028,0.0,5705,0.46434783935546875
our-cpp,sensordata,0.01,plus,200,6,0.019,0.0065,13726,0.46434783935546875
our-cpp,sensordata,0.01,plus,400,5,0.032,0.0064,22650,0.46434783935546875
our-cpp,sensordata,0.01,plus,600,4,0.051,0.0057,28895,0.4644660949707031
our-cpp,sensordata,0.01,plus,800,3,0.053,0.0054,31541,0.4644660949707031
our-cpp,sensordata,0.01,plus,1000,3,0.065,0.0015,38511,0.4644660949707031
our-cpp,sensordata,0.01,plus,1200,2,0.077,0.0043,36029,0.4644660949707031
our-cpp,sensordata,0.01,minus,200,1,0.013,0.003,5041,0.4644660949707031
our-cpp,sensordata,0.01,minus,400,1,0.025,0.0034,9414,0.4644660949707031
our-cpp,sensordata,0.01,minus,600,1,0.034,0.0042,13626,0.4644660949707031
our-cpp,sensordata,0.01,minus,800,1,0.045,0.004,17838,0.4644660949707031
our-cpp,sensordata,0.01,minus,1000,1,0.057,0.004,21963,0.4644660949707031
our-cpp,sensordata,0.01,minus,1200,1,0.066,0.0037,25456,0.4644660949707031
our-cpp,sensordata,0.01,multi,200,9,0.02,0.0082,16874,0.4644660949707031
our-cpp,sensordata,0.01,multi,400,6,0.036,0.0003,24176,0.4644660949707031
our-cpp,sensordata,0.01,multi,600,5,0.047,0.0015,31191,0.4644660949707031
our-cpp,sensordata,0.01,multi,800,4,0.057,0.0002,35734,0.4644660949707031
our-cpp,sensordata,0.01,multi,1000,3,0.066,0.0026,37120,0.4644660949707031
our-cpp,sensordata,0.01,multi,1200,2,0.072,0.008,35622,0.4644660949707031
our-cpp,sensordata,0.01,devide,200,2,0.014,0.0014,6831,0.4644660949707031
our-cpp,sensordata,0.01,devide,400,1,0.023,0.0054,9392,0.4644660949707031
our-cpp,sensordata,0.01,devide,600,1,0.034,0.0048,13632,0.4644660949707031
our-cpp,sensordata,0.01,devide,800,1,0.045,0.0048,17729,0.4644660949707031
our-cpp,sensordata,0.01,devide,1000,1,0.056,0.0043,21728,0.4644660949707031
our-cpp,sensordata,0.01,devide,1200,1,0.066,0.004,25587,0.4644660949707031
our-cpp,sensordata,0.01,mean,200,0,0.037,0.001,7725,0.4644660949707031
our-cpp,sensordata,0.01,mean,400,0,0.066,0.0007,14611,0.4644660949707031
our-cpp,sensordata,0.01,mean,600,0,0.094,0.0007,21193,0.4644660949707031
our-cpp,sensordata,0.01,mean,800,0,0.106,0.0006,27601,0.4644660949707031
our-cpp,sensordata,0.01,mean,1000,0,0.136,0.0006,33999,0.4644660949707031
our-cpp,sensordata,0.01,mean,1200,0,0.156,0.0006,39941,0.4644660949707031
our-cpp,sensordata,0.01,variance,200,0,0.035,0.0003,7725,0.4644660949707031
our-cpp,sensordata,0.01,variance,400,0,0.065,0.0002,14611,0.4644660949707031
our-cpp,sensordata,0.01,variance,600,0,0.087,0.0003,21193,0.4644660949707031
our-cpp,sensordata,0.01,variance,800,0,0.114,0.0001,27601,0.4644660949707031
our-cpp,sensordata,0.01,variance,1000,0,0.136,0.0001,33999,0.4644660949707031
our-cpp,sensordata,0.01,variance,1200,0,0.159,0.0001,39941,0.4644660949707031
our-cpp,sensordata,0.01,max,200,0,0.028,0.0001,7725,0.4644660949707031
our-cpp,sensordata,0.01,max,400,0,0.054,0.0,14611,0.4644660949707031
our-cpp,sensordata,0.01,max,600,0,0.079,0.0,21193,0.4644660949707031
our-cpp,sensordata,0.01,max,800,0,0.1,0.0,27601,0.4644660949707031
our-cpp,sensordata,0.01,max,1000,0,0.123,0.0,33999,0.4644660949707031
our-cpp,sensordata,0.01,max,1200,0,0.141,0.0,39941,0.4644660949707031
our-cpp,sensordata,0.01,L2,200,0,0.031,0.0003,7725,0.4644660949707031
our-cpp,sensordata,0.01,L2,400,0,0.06,0.0002,14611,0.4644660949707031
our-cpp,sensordata,0.01,L2,600,0,0.085,0.0002,21193,0.4644660949707031
our-cpp,sensordata,0.01,L2,800,0,0.105,0.0,27601,0.4644660949707031
our-cpp,sensordata,0.01,L2,1000,0,0.134,0.0001,33999,0.4644660949707031
our-cpp,sensordata,0.01,L2,1200,0,0.167,0.0001,39941,0.4644660949707031
our-cpp,sensordata,0.01,weightsum,200,0,0.04,0.0006,7725,0.4644660949707031
our-cpp,sensordata,0.01,weightsum,400,0,0.059,0.0003,14611,0.4644660949707031
our-cpp,sensordata,0.01,weightsum,600,0,0.083,0.0003,21193,0.4644660949707031
our-cpp,sensordata,0.01,weightsum,800,0,0.112,0.0002,27601,0.4644660949707031
our-cpp,sensordata,0.01,weightsum,1000,0,0.129,0.0002,33999,0.4644660949707031
our-cpp,sensordata,0.01,weightsum,1200,0,0.149,0.0002,39941,0.4644660949707031
our-cpp,sensordata,0.01,L22,200,5,0.02,0.0076,11675,0.4644660949707031
our-cpp,sensordata,0.01,L22,400,4,0.034,0.0089,19068,0.4644660949707031
our-cpp,sensordata,0.01,L22,600,3,0.043,0.0079,23791,0.4644660949707031
our-cpp,sensordata,0.01,L22,800,3,0.055,0.004,30358,0.4644660949707031
our-cpp,sensordata,0.01,L22,1000,2,0.064,0.0076,30750,0.4644660949707031
our-cpp,sensordata,0.01,L22,1200,2,0.076,0.0032,36202,0.4644660949707031
our-cpp,sensordata,0.01,L2LN,200,27,0.089,0.0037,88034,0.4644660949707031
our-cpp,sensordata,0.01,L2LN,400,14,0.131,0.0062,123322,0.4644660949707031
our-cpp,sensordata,0.01,L2LN,600,10,0.171,0.0061,149734,0.4644660949707031
our-cpp,sensordata,0.01,L2LN,800,7,0.206,0.0092,163237,0.4645233154296875
our-cpp,sensordata,0.01,L2LN,1000,6,0.243,0.0064,183348,0.464935302734375
our-cpp,sensordata,0.01,L2LN,1200,5,0.293,0.0067,197346,0.46762847900390625
our-cpp,sensordata,0.0,func1,200,0,0.007,0.0,1103,0.46762847900390625
our-cpp,sensordata,0.0,func1,400,0,0.012,0.0,2087,0.46762847900390625
our-cpp,sensordata,0.0,func1,600,0,0.017,0.0,3027,0.46762847900390625
our-cpp,sensordata,0.0,func1,800,0,0.022,0.0,3943,0.46762847900390625
our-cpp,sensordata,0.0,func1,1000,0,0.028,0.0,4857,0.46762847900390625
our-cpp,sensordata,0.0,func1,1200,0,0.032,0.0,5705,0.46762847900390625
our-cpp,sensordata,0.0,boxcox0,200,0,0.005,0.0,1103,0.46762847900390625
our-cpp,sensordata,0.0,boxcox0,400,0,0.01,0.0,2087,0.46762847900390625
our-cpp,sensordata,0.0,boxcox0,600,0,0.014,0.0,3027,0.46762847900390625
our-cpp,sensordata,0.0,boxcox0,800,0,0.02,0.0,3943,0.46762847900390625
our-cpp,sensordata,0.0,boxcox0,1000,0,0.025,0.0,4857,0.46762847900390625
our-cpp,sensordata,0.0,boxcox0,1200,0,0.028,0.0,5705,0.46762847900390625
our-cpp,sensordata,0.0,plus,200,33,0.034,0.0,30768,0.4677696228027344
our-cpp,sensordata,0.0,plus,400,39,0.058,0.0,50350,0.467803955078125
our-cpp,sensordata,0.0,plus,600,41,0.084,0.0,70798,0.467803955078125
our-cpp,sensordata,0.0,plus,800,83,0.123,0.0,89410,0.467803955078125
our-cpp,sensordata,0.0,plus,1000,57,0.134,0.0,101848,0.467803955078125
our-cpp,sensordata,0.0,plus,1200,57,0.157,0.0,116268,0.467803955078125
our-cpp,sensordata,0.0,minus,200,104,0.045,0.0,33879,0.467803955078125
our-cpp,sensordata,0.0,minus,400,66,0.066,0.0,53681,0.467803955078125
our-cpp,sensordata,0.0,minus,600,70,0.092,0.0,72813,0.467803955078125
our-cpp,sensordata,0.0,minus,800,77,0.129,0.0,87614,0.467803955078125
our-cpp,sensordata,0.0,minus,1000,57,0.145,0.0,104147,0.467803955078125
our-cpp,sensordata,0.0,minus,1200,48,0.158,0.0,116365,0.467803955078125
our-cpp,sensordata,0.0,multi,200,20,0.029,0.0,24415,0.467803955078125
our-cpp,sensordata,0.0,multi,400,14,0.05,0.0,36236,0.467803955078125
our-cpp,sensordata,0.0,multi,600,11,0.06,0.0,44841,0.467803955078125
our-cpp,sensordata,0.0,multi,800,10,0.075,0.0,53749,0.467803955078125
our-cpp,sensordata,0.0,multi,1000,10,0.09,0.0,63820,0.467803955078125
our-cpp,sensordata,0.0,multi,1200,10,0.119,0.0,75166,0.4678192138671875
our-cpp,sensordata,0.0,devide,200,91,0.039,0.0,25609,0.4678192138671875
our-cpp,sensordata,0.0,devide,400,64,0.06,0.0,43277,0.4678192138671875
our-cpp,sensordata,0.0,devide,600,70,0.087,0.0,60806,0.4678192138671875
our-cpp,sensordata,0.0,devide,800,53,0.107,0.0,73248,0.4678192138671875
our-cpp,sensordata,0.0,devide,1000,47,0.12,0.0,86002,0.4678192138671875
our-cpp,sensordata,0.0,devide,1200,59,0.152,0.0,99788,0.4678192138671875
our-cpp,sensordata,0.0,mean,200,15,0.07,0.0,23330,0.6617012023925781
our-cpp,sensordata,0.0,mean,400,15,0.103,0.0,44530,0.6617050170898438
our-cpp,sensordata,0.0,mean,600,13,0.152,0.0,66600,0.6619796752929688
our-cpp,sensordata,0.0,mean,800,13,0.206,0.0,86087,0.6638526916503906
our-cpp,sensordata,0.0,mean,1000,11,0.222,0.0,105308,0.6659355163574219
our-cpp,sensordata,0.0,mean,1200,10,0.249,0.0,124040,0.6678886413574219
our-cpp,sensordata,0.0,variance,200,5,0.046,0.0,15304,0.6680908203125
our-cpp,sensordata,0.0,variance,400,5,0.098,0.0,28594,0.6680908203125
our-cpp,sensordata,0.0,variance,600,5,0.16,0.0,41356,0.6680908203125
our-cpp,sensordata,0.0,variance,800,5,0.202,0.0,54907,0.6680908203125
our-cpp,sensordata,0.0,variance,1000,5,0.27,0.0,67841,0.6680908203125
our-cpp,sensordata,0.0,variance,1200,5,0.315,0.0,79194,0.6680908203125
our-cpp,sensordata,0.0,max,200,1,0.037,0.0,8108,0.6680908203125
our-cpp,sensordata,0.0,max,400,0,0.064,0.0,14611,0.6680908203125
our-cpp,sensordata,0.0,max,600,1,0.094,0.0,21720,0.6680908203125
our-cpp,sensordata,0.0,max,800,0,0.12,0.0,27601,0.6680908203125
our-cpp,sensordata,0.0,max,1000,1,0.146,0.0,34569,0.6683120727539062
our-cpp,sensordata,0.0,max,1200,0,0.171,0.0,39941,0.6683120727539062
our-cpp,sensordata,0.0,L2,200,1,0.034,0.0,8667,0.6683120727539062
our-cpp,sensordata,0.0,L2,400,1,0.067,0.0,15846,0.6683120727539062
our-cpp,sensordata,0.0,L2,600,1,0.098,0.0,22828,0.6683120727539062
our-cpp,sensordata,0.0,L2,800,1,0.124,0.0,29558,0.6683120727539062
our-cpp,sensordata,0.0,L2,1000,1,0.154,0.0,36384,0.6683120727539062
our-cpp,sensordata,0.0,L2,1200,1,0.176,0.0,42581,0.6683120727539062
our-cpp,sensordata,0.0,weightsum,200,5,0.045,0.0,16759,0.6683120727539062
our-cpp,sensordata,0.0,weightsum,400,5,0.084,0.0,32046,0.6683120727539062
our-cpp,sensordata,0.0,weightsum,600,5,0.121,0.0,47723,0.6683120727539062
our-cpp,sensordata,0.0,weightsum,800,3,0.156,0.0,59396,0.6683120727539062
our-cpp,sensordata,0.0,weightsum,1000,5,0.197,0.0,78720,0.6683120727539062
our-cpp,sensordata,0.0,weightsum,1200,4,0.228,0.0,91633,0.6691131591796875
our-cpp,sensordata,0.0,L22,200,34,0.038,0.0,28560,0.6693649291992188
our-cpp,sensordata,0.0,L22,400,36,0.062,0.0,48774,0.6693649291992188
